Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BWH,BWD,BWA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,Max<2.5,Max>2.5,Avg<2.5,Avg>2.5,WeekDay,Season,HomePosition,AwayPosition,TotalGoals,FTRodds_feedback,Goalsodds_feedback,Day,Month,Year,Day_of_week,Temperature,Precipitation,WeatherCode,Weather
2022-08-13,Lecce,Inter,1,2,A,10.0,5.75,1.28,9.75,5.5,1.3,12.0,6.15,1.33,10.22,5.67,1.3,1.57,2.37,2.46,1.65,2.37,1.6,5,2022/2023,0,0,3.0,True,True,13,8,2022,Saturday,,,,Unknown
2022-08-20,Sassuolo,Lecce,1,0,H,1.75,4.0,4.2,1.8,3.9,4.1,1.84,4.2,4.55,1.79,3.99,4.24,1.61,2.3,2.39,1.69,2.29,1.63,5,2022/2023,0,2,1.0,True,False,20,8,2022,Saturday,,,,Unknown
2022-08-28,Lecce,Empoli,1,1,D,2.3,3.5,3.0,2.35,3.4,2.95,2.54,3.6,3.12,2.39,3.45,2.97,1.8,2.0,2.12,1.87,2.05,1.79,6,2022/2023,3,0,2.0,False,False,28,8,2022,Sunday,,,,Unknown
2022-08-31,Napoli,Lecce,1,1,D,1.25,6.25,11.0,1.27,6.0,10.0,1.29,6.7,13.0,1.26,6.24,10.99,1.44,2.75,2.88,1.49,2.74,1.45,2,2022/2023,0,4,2.0,False,False,31,8,2022,Wednesday,,,,Unknown
2022-09-05,Torino,Lecce,1,0,H,1.7,3.75,5.25,1.73,3.6,5.0,1.78,4.13,5.51,1.73,3.7,5.11,1.9,2.0,2.21,1.91,1.99,1.83,0,2022/2023,0,3,1.0,True,False,5,9,2022,Monday,,,,Unknown
2022-09-11,Lecce,Monza,1,1,D,2.25,3.4,3.2,2.25,3.4,3.2,2.4,3.46,3.31,2.3,3.35,3.21,2.02,1.88,1.91,2.04,1.84,1.97,6,2022/2023,3,0,2.0,False,True,11,9,2022,Sunday,,,,Unknown
2022-09-16,Salernitana,Lecce,1,2,A,2.25,3.3,3.3,2.2,3.3,3.25,2.3,3.46,3.57,2.25,3.33,3.37,2.06,1.84,1.88,2.07,1.81,2.01,4,2022/2023,0,3,3.0,False,False,16,9,2022,Friday,,,,Unknown
2022-10-02,Lecce,Cremonese,1,1,D,2.05,3.4,3.75,2.05,3.4,3.6,2.17,3.6,3.75,2.08,3.47,3.6,2.03,1.87,1.96,2.07,1.83,1.99,6,2022/2023,3,0,2.0,False,True,2,10,2022,Sunday,,,,Unknown
2022-10-09,Roma,Lecce,2,1,H,1.33,5.25,8.5,1.37,5.0,8.5,1.38,5.25,10.0,1.36,4.98,9.21,1.84,2.06,2.1,1.9,2.0,1.83,6,2022/2023,0,3,3.0,True,True,9,10,2022,Sunday,,,,Unknown
2022-10-17,Lecce,Fiorentina,1,1,D,3.75,3.4,2.05,3.6,3.4,2.05,4.1,3.45,2.15,3.83,3.32,2.07,2.1,1.72,1.79,2.2,1.72,2.13,0,2022/2023,1,0,2.0,False,True,17,10,2022,Monday,,,,Unknown
2022-10-23,Bologna,Lecce,2,0,H,2.15,3.2,3.75,2.2,3.2,3.4,2.25,3.4,3.79,2.19,3.21,3.62,2.2,1.66,1.72,2.29,1.67,2.21,6,2022/2023,0,1,2.0,True,True,23,10,2022,Sunday,,,,Unknown
2022-10-29,Lecce,Juventus,0,1,A,4.33,3.3,1.9,4.33,3.4,1.87,4.75,3.62,1.95,4.42,3.42,1.89,2.2,1.66,1.78,2.24,1.7,2.15,5,2022/2023,1,0,1.0,True,True,29,10,2022,Saturday,,,,Unknown
2022-11-04,Udinese,Lecce,1,1,D,1.61,3.9,5.5,1.63,3.8,5.5,1.72,4.04,6.0,1.65,3.85,5.66,1.99,1.91,1.96,2.0,1.88,1.94,4,2022/2023,0,1,2.0,False,True,4,11,2022,Friday,,,,Unknown
2022-11-09,Lecce,Atalanta,2,1,H,4.75,3.5,1.8,4.5,3.5,1.8,5.03,3.82,1.86,4.7,3.6,1.8,2.06,1.84,1.88,2.11,1.81,2.02,2,2022/2023,1,0,3.0,False,False,9,11,2022,Wednesday,,,,Unknown
2022-11-12,Sampdoria,Lecce,0,2,A,2.62,3.0,3.0,2.55,3.1,2.87,2.78,3.17,3.1,2.66,3.05,2.93,2.5,1.53,1.63,2.53,1.56,2.43,5,2022/2023,0,1,2.0,False,True,12,11,2022,Saturday,,,,Unknown
2023-01-04,Lecce,Lazio,2,1,H,3.6,3.3,2.05,3.7,3.2,2.1,3.91,3.44,2.2,3.72,3.26,2.13,2.3,1.62,1.7,2.38,1.63,2.3,2,2022/2023,1,0,3.0,False,False,4,1,2023,Wednesday,,,,Unknown
2023-01-08,Spezia,Lecce,0,0,D,2.6,3.1,2.9,2.55,3.1,2.85,2.72,3.23,3.1,2.62,3.08,2.95,2.2,1.67,1.75,2.28,1.69,2.2,6,2022/2023,0,1,0.0,False,True,8,1,2023,Sunday,,,,Unknown
2023-01-14,Lecce,Milan,2,2,D,5.75,3.8,1.62,5.5,4.0,1.6,6.2,4.15,1.68,5.82,3.95,1.61,2.03,1.87,1.88,2.07,1.84,1.99,5,2022/2023,1,0,4.0,False,False,14,1,2023,Saturday,,,,Unknown
2023-01-21,Verona,Lecce,2,0,H,2.38,3.1,3.2,2.37,3.1,3.2,2.51,3.2,3.47,2.41,3.05,3.31,2.38,1.57,1.66,2.43,1.6,2.35,5,2022/2023,0,1,2.0,True,True,21,1,2023,Saturday,,,,Unknown
2023-01-27,Lecce,Salernitana,1,2,A,1.8,3.4,4.75,1.88,3.4,4.33,1.88,3.68,5.01,1.83,3.51,4.74,2.2,1.67,1.77,2.23,1.72,2.15,4,2022/2023,1,20,3.0,False,False,27,1,2023,Friday,,,,Unknown
2023-02-04,Cremonese,Lecce,0,2,A,2.63,3.1,2.8,2.65,3.0,2.85,2.76,3.3,2.93,2.68,3.1,2.86,2.38,1.57,1.64,2.47,1.59,2.39,5,2022/2023,11,1,2.0,False,True,4,2,2023,Saturday,,,,Unknown
2023-02-11,Lecce,Roma,1,1,D,4.33,3.25,1.95,4.2,3.25,1.95,4.46,3.44,2.05,4.24,3.27,1.98,2.5,1.53,1.63,2.52,1.57,2.44,5,2022/2023,1,5,2.0,False,True,11,2,2023,Saturday,,,,Unknown
2023-02-19,Atalanta,Lecce,1,2,A,1.5,4.0,7.0,1.5,4.2,6.5,1.53,4.5,7.0,1.5,4.32,6.67,1.88,2.02,2.07,1.9,2.0,1.83,6,2022/2023,19,1,3.0,False,True,19,2,2023,Sunday,,,,Unknown
2023-02-25,Lecce,Sassuolo,0,1,A,2.45,3.25,2.9,2.45,3.2,2.95,2.64,3.3,3.07,2.54,3.18,2.96,2.1,1.73,1.79,2.22,1.73,2.13,5,2022/2023,1,3,1.0,False,True,25,2,2023,Saturday,,,,Unknown
2023-03-05,Inter,Lecce,2,0,H,1.36,4.75,9.5,1.35,4.8,9.25,1.39,5.2,10.0,1.36,4.89,9.29,1.94,1.96,2.0,1.96,1.94,1.88,6,2022/2023,2,1,2.0,True,False,5,3,2023,Sunday,,,,Unknown
2023-03-12,Lecce,Torino,0,2,A,3.0,3.0,2.63,2.95,2.95,2.6,3.05,3.16,2.75,2.98,2.99,2.67,2.75,1.44,1.5,2.8,1.47,2.7,6,2022/2023,1,4,2.0,True,True,12,3,2023,Sunday,,,,Unknown
2023-03-19,Fiorentina,Lecce,1,0,H,1.6,3.75,5.75,1.62,3.9,5.5,1.68,4.0,6.3,1.62,3.84,5.86,2.1,1.73,1.8,2.16,1.75,2.1,6,2022/2023,14,1,1.0,True,True,19,3,2023,Sunday,,,,Unknown
2023-04-03,Empoli,Lecce,1,0,H,2.45,3.1,3.1,2.35,3.1,3.2,2.59,3.3,3.22,2.47,3.11,3.12,2.38,1.57,1.65,2.45,1.6,2.35,0,2022/2023,9,1,1.0,True,True,3,4,2023,Monday,,,,Unknown
2023-04-07,Lecce,Napoli,1,2,A,5.75,3.6,1.65,5.5,3.6,1.66,6.2,3.81,1.71,5.78,3.67,1.68,2.2,1.67,1.75,2.25,1.69,2.18,4,2022/2023,1,12,3.0,True,False,7,4,2023,Friday,,,,Unknown
2023-04-16,Lecce,Sampdoria,1,1,D,1.95,3.2,4.33,1.95,3.25,4.2,2.0,3.35,4.6,1.96,3.26,4.36,2.38,1.57,1.62,2.47,1.58,2.4,6,2022/2023,1,20,2.0,False,True,16,4,2023,Sunday,,,,Unknown
2023-04-23,Milan,Lecce,2,0,H,1.5,4.2,7.0,1.5,4.0,7.0,1.53,4.33,7.65,1.5,4.14,7.26,2.1,1.73,1.8,2.17,1.75,2.09,6,2022/2023,17,1,2.0,True,True,23,4,2023,Sunday,,,,Unknown
2023-04-28,Lecce,Udinese,1,0,H,2.45,3.0,3.2,2.4,3.1,3.1,2.58,3.2,3.27,2.49,3.08,3.16,2.5,1.53,1.62,2.52,1.57,2.43,4,2022/2023,1,15,1.0,True,True,28,4,2023,Friday,,,,Unknown
2023-05-03,Juventus,Lecce,2,1,H,1.6,3.8,6.0,1.57,3.8,6.5,1.63,4.02,7.5,1.59,3.81,6.58,2.2,1.67,1.74,2.29,1.66,2.24,2,2022/2023,7,1,3.0,True,False,3,5,2023,Wednesday,,,,Unknown
2023-05-07,Lecce,Verona,0,1,A,2.2,3.0,3.75,2.15,3.1,3.6,2.27,3.25,3.9,2.2,3.12,3.67,2.5,1.53,1.6,2.6,1.55,2.48,6,2022/2023,1,9,1.0,False,True,7,5,2023,Sunday,,,,Unknown
2023-05-12,Lazio,Lecce,2,2,D,1.7,3.5,5.5,1.7,3.5,5.5,1.75,3.72,6.0,1.72,3.57,5.52,2.3,1.62,1.63,2.43,1.6,2.36,4,2022/2023,19,1,4.0,False,False,12,5,2023,Friday,,,,Unknown
2023-05-21,Lecce,Spezia,0,0,D,2.2,3.1,3.6,2.1,3.25,3.6,2.29,3.4,3.65,2.21,3.21,3.57,2.3,1.62,1.67,2.43,1.62,2.32,6,2022/2023,1,17,0.0,False,True,21,5,2023,Sunday,,,,Unknown
2023-05-28,Monza,Lecce,0,1,A,2.45,3.3,2.9,2.55,3.1,2.85,2.6,3.33,3.16,2.48,3.19,3.0,2.3,1.62,1.67,2.4,1.62,2.31,6,2022/2023,14,1,1.0,False,True,28,5,2023,Sunday,,,,Unknown
2023-06-04,Lecce,Bologna,2,3,A,2.75,3.5,2.45,2.7,3.25,2.6,2.85,3.56,2.63,2.76,3.37,2.58,1.99,1.94,1.95,1.99,1.88,1.93,6,2022/2023,1,7,5.0,True,False,4,6,2023,Sunday,,,,Unknown
2023-08-20,Lecce,Lazio,2,1,H,3.6,3.3,2.1,3.7,3.25,2.05,4.0,3.56,2.14,3.74,3.33,2.09,2.2,1.67,1.74,2.26,1.68,2.21,6,2023/2024,0,0,3.0,False,False,20,8,2023,Sunday,,,,Unknown
2023-08-27,Fiorentina,Lecce,2,2,D,1.57,4.2,5.75,,,,1.67,4.2,6.1,1.6,3.96,5.9,2.1,1.73,1.82,2.14,1.77,2.07,6,2023/2024,0,1,4.0,False,False,27,8,2023,Sunday,,,,Unknown
2023-09-03,Lecce,Salernitana,2,0,H,2.0,3.3,4.0,1.93,3.5,3.9,2.07,3.58,4.04,2.02,3.38,3.9,2.2,1.67,1.76,2.25,1.7,2.18,6,2023/2024,1,0,2.0,True,True,3,9,2023,Sunday,,,,Unknown
2023-09-17,Monza,Lecce,1,1,D,2.1,3.4,3.5,2.1,3.4,3.5,2.17,3.57,3.73,2.12,3.4,3.57,2.1,1.73,1.81,2.17,1.75,2.11,6,2023/2024,0,1,2.0,False,True,17,9,2023,Sunday,,,,Unknown
2023-09-22,Lecce,Genoa,1,0,H,2.45,3.2,3.1,2.45,3.1,3.1,2.54,3.22,3.32,2.46,3.11,3.17,2.3,1.62,1.65,2.51,1.6,2.37,4,2023/2024,1,0,1.0,True,True,22,9,2023,Friday,,,,Unknown
2023-09-26,Juventus,Lecce,1,0,H,1.5,4.2,7.0,1.5,4.2,6.75,1.53,4.53,8.0,1.5,4.27,7.05,1.96,1.94,2.0,1.99,1.92,1.91,1,2023/2024,0,1,1.0,True,False,26,9,2023,Tuesday,,,,Unknown
2023-09-30,Lecce,Napoli,0,4,A,4.75,3.8,1.75,4.4,3.7,1.78,5.03,3.95,1.8,4.73,3.8,1.76,2.01,1.89,1.94,2.02,1.87,1.95,5,2023/2024,1,0,4.0,True,False,30,9,2023,Saturday,,,,Unknown
2023-10-06,Lecce,Sassuolo,1,1,D,2.55,3.4,2.7,2.5,3.4,2.7,2.65,3.62,2.82,2.57,3.5,2.74,1.8,2.0,2.15,1.85,2.06,1.79,4,2023/2024,1,0,2.0,False,False,6,10,2023,Friday,,,,Unknown
2023-10-23,Udinese,Lecce,1,1,D,2.2,3.3,3.4,2.15,3.3,3.4,2.24,3.5,3.83,2.19,3.26,3.56,2.2,1.65,1.72,2.3,1.68,2.2,0,2023/2024,0,1,2.0,False,True,23,10,2023,Monday,,,,Unknown
2023-10-28,Lecce,Torino,0,1,A,2.75,3.0,2.8,2.65,3.0,2.8,2.85,3.12,2.94,2.77,3.02,2.85,2.5,1.5,1.57,2.66,1.53,2.54,5,2023/2024,1,0,1.0,False,True,28,10,2023,Saturday,,,,Unknown
2023-11-05,Roma,Lecce,2,1,H,1.57,3.8,6.5,1.57,3.9,6.0,1.61,4.1,6.8,1.57,3.93,6.35,2.1,1.7,1.76,2.2,1.72,2.14,6,2023/2024,0,1,3.0,True,False,5,11,2023,Sunday,,,,Unknown
2023-11-11,Lecce,Milan,2,2,D,5.0,3.6,1.75,4.75,3.5,1.78,5.33,3.86,1.78,5.08,3.68,1.74,2.08,1.73,1.8,2.19,1.75,2.1,5,2023/2024,1,0,4.0,False,False,11,11,2023,Saturday,,,,Unknown
2023-11-27,Verona,Lecce,2,2,D,2.75,3.0,2.88,2.55,3.1,2.9,2.77,3.23,3.05,2.7,3.01,2.94,2.5,1.5,1.58,2.64,1.54,2.51,0,2023/2024,0,1,4.0,False,False,27,11,2023,Monday,,,,Unknown
2023-12-03,Lecce,Bologna,1,1,D,3.0,3.2,2.45,3.0,3.2,2.45,3.19,3.37,2.58,3.05,3.17,2.5,2.2,1.65,1.71,2.35,1.65,2.26,6,2023/2024,1,0,2.0,False,True,3,12,2023,Sunday,,,,Unknown
2023-12-11,Empoli,Lecce,1,1,D,2.55,3.2,3.0,2.45,3.3,2.9,2.6,3.49,3.01,2.5,3.28,2.92,2.08,1.73,1.83,2.14,1.77,2.07,0,2023/2024,0,1,2.0,False,True,11,12,2023,Monday,,,,Unknown
2023-12-16,Lecce,Frosinone,2,1,H,2.15,3.3,3.5,2.15,3.4,3.4,2.21,3.58,3.62,2.15,3.41,3.5,2.08,1.82,1.88,2.08,1.83,2.02,5,2023/2024,1,0,3.0,True,False,16,12,2023,Saturday,,,,Unknown
2023-12-23,Inter,Lecce,2,0,H,1.22,7.0,11.0,1.22,6.5,13.0,1.25,7.0,17.0,1.23,6.48,13.23,1.65,2.2,2.35,1.74,2.25,1.66,5,2023/2024,0,1,2.0,True,False,23,12,2023,Saturday,,,,Unknown
2023-12-30,Atalanta,Lecce,1,0,H,1.4,4.6,8.0,1.44,4.4,7.5,1.48,4.75,9.0,1.44,4.56,7.76,1.92,1.98,2.0,1.96,1.95,1.89,5,2023/2024,0,1,1.0,True,False,30,12,2023,Saturday,,,,Unknown
2024-01-06,Lecce,Cagliari,1,1,D,2.2,3.25,3.4,2.2,3.3,3.3,2.27,3.48,3.55,2.22,3.32,3.42,2.2,1.65,1.74,2.28,1.69,2.2,5,2023/2024,1,0,2.0,False,True,6,1,2024,Saturday,,,,Unknown
2024-01-14,Lazio,Lecce,1,0,H,1.65,3.6,5.75,1.65,3.75,5.5,1.71,3.91,6.0,1.66,3.74,5.65,2.1,1.7,1.75,2.25,1.72,2.15,6,2023/2024,19,1,1.0,True,True,14,1,2024,Sunday,,,,Unknown
2024-01-21,Lecce,Juventus,0,3,A,6.0,3.5,1.65,5.75,3.4,1.7,6.5,3.82,1.71,5.95,3.64,1.65,2.35,1.57,1.66,2.42,1.59,2.36,6,2023/2024,1,2,3.0,True,False,21,1,2024,Sunday,,,,Unknown
2024-01-28,Genoa,Lecce,2,1,H,2.1,3.1,4.0,2.05,3.1,4.1,2.13,3.34,4.3,2.08,3.12,4.07,2.6,1.48,1.53,2.77,1.49,2.62,6,2023/2024,19,1,3.0,True,False,28,1,2024,Sunday,,,,Unknown
2024-02-02,Lecce,Fiorentina,3,2,H,3.75,3.2,2.1,3.6,3.25,2.1,3.87,3.42,2.18,3.71,3.3,2.13,2.15,1.67,1.75,2.25,1.7,2.18,4,2023/2024,1,6,5.0,False,False,2,2,2024,Friday,,,,Unknown
2024-02-11,Bologna,Lecce,4,0,H,1.73,3.6,5.25,1.72,3.6,5.25,1.76,3.78,5.8,1.71,3.59,5.36,2.2,1.65,1.71,2.33,1.66,2.25,6,2023/2024,15,1,4.0,True,False,11,2,2024,Sunday,,,,Unknown
2024-02-16,Torino,Lecce,2,0,H,1.8,3.4,4.75,1.83,3.4,4.6,1.87,3.62,5.17,1.82,3.44,4.9,2.25,1.62,1.68,2.48,1.62,2.33,4,2023/2024,4,1,2.0,True,True,16,2,2024,Friday,,,,Unknown
2024-02-25,Lecce,Inter,0,4,A,7.0,4.5,1.44,7.0,4.5,1.46,8.0,4.9,1.48,7.32,4.65,1.43,1.73,2.08,2.16,1.83,2.09,1.75,6,2023/2024,1,6,4.0,True,True,25,2,2024,Sunday,,,,Unknown
2024-03-03,Frosinone,Lecce,1,1,D,2.25,3.3,3.3,2.25,3.5,3.1,2.36,3.64,3.3,2.28,3.43,3.17,1.99,1.91,1.97,1.99,1.91,1.91,6,2023/2024,19,1,2.0,False,True,3,3,2024,Sunday,,,,Unknown
2024-03-10,Lecce,Verona,0,1,A,2.2,3.25,3.4,2.2,3.2,3.4,2.37,3.4,3.6,2.26,3.18,3.47,2.3,1.6,1.67,2.47,1.61,2.36,6,2023/2024,1,16,1.0,False,True,10,3,2024,Sunday,,,,Unknown
2024-03-16,Salernitana,Lecce,0,1,A,2.9,3.2,2.5,2.85,3.25,2.5,3.06,3.31,2.6,2.95,3.2,2.53,2.1,1.7,1.77,2.24,1.72,2.15,5,2023/2024,20,1,1.0,True,True,16,3,2024,Saturday,,,,Unknown
2024-04-01,Lecce,Roma,0,0,D,4.5,3.5,1.83,4.33,3.6,1.83,4.5,3.73,1.95,4.33,3.52,1.88,2.07,1.83,1.85,2.11,1.79,2.03,0,2023/2024,1,5,0.0,False,True,1,4,2024,Monday,,,,Unknown
2024-04-06,Milan,Lecce,3,0,H,1.36,4.75,8.5,1.37,5.0,8.25,1.4,5.4,10.0,1.37,5.06,8.71,1.7,2.1,2.2,1.79,2.13,1.73,5,2023/2024,16,1,3.0,True,True,6,4,2024,Saturday,,,,Unknown
2024-04-13,Lecce,Empoli,1,0,H,2.25,3.1,3.6,2.2,3.1,3.6,2.32,3.2,3.79,2.25,3.09,3.63,2.3,1.62,1.68,2.39,1.63,2.3,5,2023/2024,1,17,1.0,True,True,13,4,2024,Saturday,,,,Unknown
2024-04-21,Sassuolo,Lecce,0,3,A,2.3,3.3,3.2,2.3,3.4,3.1,2.38,3.58,3.31,2.32,3.37,3.15,2.0,1.9,1.91,2.04,1.87,1.96,6,2023/2024,15,1,3.0,False,False,21,4,2024,Sunday,,,,Unknown
2024-04-27,Lecce,Monza,1,1,D,2.0,3.25,4.0,2.05,3.3,3.75,2.15,3.35,4.2,2.05,3.27,3.97,2.2,1.67,1.73,2.29,1.67,2.22,5,2023/2024,1,14,2.0,False,True,27,4,2024,Saturday,,,,Unknown
2024-05-05,Cagliari,Lecce,1,1,D,2.15,3.2,3.75,2.15,3.2,3.6,2.22,3.42,3.84,2.16,3.22,3.63,2.2,1.67,1.74,2.27,1.68,2.2,6,2023/2024,18,1,2.0,False,True,5,5,2024,Sunday,,,,Unknown
2024-05-13,Lecce,Udinese,0,2,A,2.63,3.1,2.8,2.55,3.1,2.9,2.75,3.24,3.04,2.64,3.08,2.89,2.3,1.62,1.68,2.39,1.63,2.29,0,2023/2024,1,16,2.0,False,True,13,5,2024,Monday,,,,Unknown
2024-05-18,Lecce,Atalanta,0,2,A,4.5,3.8,1.75,4.33,3.7,1.8,4.75,3.95,1.82,4.56,3.8,1.78,1.91,1.99,2.01,1.94,1.95,1.88,5,2023/2024,1,8,2.0,True,False,18,5,2024,Saturday,,,,Unknown
2024-05-26,Napoli,Lecce,0,0,D,1.42,5.0,6.25,1.44,4.75,6.75,1.48,5.1,7.5,1.43,4.89,6.87,1.57,2.38,2.5,1.63,2.41,1.57,6,2023/2024,5,1,0.0,False,False,26,5,2024,Sunday,,,,Unknown
2024-08-19,Lecce,Atalanta,0,4,A,4.2,3.7,1.85,4.1,3.6,1.87,4.5,3.83,1.92,4.23,3.64,1.87,1.98,1.92,1.96,1.99,1.9,1.93,0,2024/2025,0,0,4.0,True,False,19,8,2024,Monday,,,,Unknown
2024-08-24,Inter,Lecce,2,0,H,1.2,7.0,13.0,1.21,6.75,13.5,1.22,7.75,17.0,1.2,6.95,14.52,1.57,2.38,2.48,1.64,2.39,1.58,5,2024/2025,0,2,2.0,True,False,24,8,2024,Saturday,,,,Unknown
2024-08-31,Lecce,Cagliari,1,0,H,2.25,3.2,3.4,2.2,3.2,3.4,2.35,3.35,3.55,2.28,3.2,3.4,2.3,1.62,1.65,2.46,1.61,2.35,5,2024/2025,3,0,1.0,True,True,31,8,2024,Saturday,,,,Unknown
2024-09-15,Torino,Lecce,0,0,D,1.8,3.5,4.75,1.82,3.4,4.75,1.91,3.56,5.2,1.84,3.4,4.8,2.3,1.62,1.64,2.46,1.6,2.37,6,2024/2025,0,3,0.0,False,True,15,9,2024,Sunday,,,,Unknown
2024-09-21,Lecce,Parma,2,2,D,2.2,3.5,3.25,2.25,3.4,3.1,2.25,3.66,3.5,2.2,3.47,3.32,1.91,1.99,1.99,1.98,1.94,1.89,5,2024/2025,3,0,4.0,False,True,21,9,2024,Saturday,,,,Unknown
2024-09-27,Milan,Lecce,3,0,H,1.33,5.75,8.0,1.35,5.5,8.0,1.35,5.87,9.55,1.33,5.58,8.96,1.5,2.63,2.63,1.56,2.52,1.52,4,2024/2025,0,3,3.0,True,True,27,9,2024,Friday,,,,Unknown
2024-10-05,Udinese,Lecce,1,0,H,2.2,3.3,3.3,2.2,3.25,3.3,2.3,3.48,3.55,2.24,3.3,3.39,2.1,1.73,1.78,2.22,1.72,2.15,5,2024/2025,0,2,1.0,True,True,5,10,2024,Saturday,,,,Unknown
2024-10-20,Lecce,Fiorentina,0,6,A,3.2,3.3,2.3,2.95,3.25,2.4,3.33,3.44,2.42,3.16,3.29,2.35,2.04,1.86,1.88,2.08,1.82,2.02,6,2024/2025,1,0,6.0,True,False,20,10,2024,Sunday,,,,Unknown
2024-10-26,Napoli,Lecce,1,0,H,1.25,6.0,12.0,1.31,5.5,9.75,1.32,6.0,12.0,1.29,5.62,10.86,1.73,2.1,2.2,1.8,2.12,1.74,5,2024/2025,0,1,1.0,True,False,26,10,2024,Saturday,,,,Unknown
2024-10-29,Lecce,Verona,1,0,H,2.25,3.25,3.25,2.37,3.1,3.1,2.38,3.33,3.45,2.32,3.21,3.32,2.2,1.67,1.71,2.32,1.67,2.24,1,2024/2025,1,0,1.0,True,True,29,10,2024,Tuesday,,,,Unknown
2024-11-02,Bologna,Lecce,1,0,H,1.62,3.5,6.5,1.63,3.7,5.75,1.76,3.87,6.5,1.66,3.69,5.87,2.2,1.67,1.74,2.29,1.68,2.22,5,2024/2025,0,1,1.0,True,True,2,11,2024,Saturday,,,,Unknown
2024-11-08,Lecce,Empoli,1,1,D,2.4,3.0,3.3,2.4,2.95,3.3,2.53,3.0,3.53,2.44,2.93,3.4,2.75,1.44,1.5,3.0,1.46,2.74,4,2024/2025,1,0,2.0,False,True,8,11,2024,Friday,,,,Unknown
2024-11-25,Venezia,Lecce,0,1,A,2.3,3.25,3.2,2.3,3.3,3.1,2.4,3.39,3.4,2.33,3.27,3.18,2.1,1.73,1.81,2.16,1.76,2.09,0,2024/2025,0,1,1.0,False,True,25,11,2024,Monday,,,,Unknown
2024-12-01,Lecce,Juventus,1,1,D,5.25,3.6,1.7,5.25,3.5,1.71,6.0,3.73,1.77,5.44,3.6,1.7,2.3,1.62,1.68,2.39,1.63,2.3,6,2024/2025,1,0,2.0,False,True,1,12,2024,Sunday,,,,Unknown
2024-12-07,Roma,Lecce,4,1,H,1.57,4.0,6.25,1.55,4.0,6.0,1.6,4.2,6.5,1.57,4.03,6.2,2.0,1.8,1.83,2.09,1.81,2.03,5,2024/2025,0,1,5.0,True,False,7,12,2024,Saturday,,,,Unknown
2024-12-15,Lecce,Monza,2,1,H,2.45,3.0,3.2,2.45,3.1,3.1,2.6,3.26,3.2,2.51,3.07,3.08,2.38,1.57,1.61,2.55,1.56,2.43,6,2024/2025,1,0,3.0,True,False,15,12,2024,Sunday,,,,Unknown
2024-12-21,Lecce,Lazio,1,2,A,5.0,3.6,1.73,4.6,3.6,1.77,5.25,3.75,1.81,4.93,3.62,1.75,2.0,1.8,1.85,2.14,1.78,2.04,5,2024/2025,1,0,3.0,True,False,21,12,2024,Saturday,,,,Unknown
2024-12-30,Como,Lecce,2,0,H,1.7,3.7,5.0,1.77,3.6,4.75,1.77,3.87,5.3,1.73,3.7,4.95,2.0,1.8,1.85,2.11,1.78,2.03,0,2024/2025,0,1,2.0,True,True,30,12,2024,Monday,,,,Unknown
2025-01-05,Lecce,Genoa,0,0,D,2.63,3.0,2.9,2.65,2.95,2.9,2.78,3.1,3.01,2.65,2.99,2.93,2.38,1.57,1.63,2.5,1.57,2.4,6,2024/2025,1,0,0.0,False,True,5,1,2025,Sunday,,,,Unknown
2025-01-11,Empoli,Lecce,1,3,A,2.0,3.1,4.33,2.05,3.1,4.0,2.12,3.25,4.33,2.04,3.12,4.13,2.5,1.53,1.6,2.55,1.55,2.45,5,2024/2025,13,1,4.0,False,False,11,1,2025,Saturday,,,,Unknown
