Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BWH,BWD,BWA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,Max<2.5,Max>2.5,Avg<2.5,Avg>2.5,WeekDay,Season,HomePosition,AwayPosition,TotalGoals,FTRodds_feedback,Goalsodds_feedback,Day,Month,Year,Day_of_week,Temperature,Precipitation,WeatherCode,Weather
2022-10-09,Torino,Empoli,1,1,D,1.72,3.6,5.0,1.75,3.7,4.75,1.82,3.86,5.3,1.76,3.67,4.86,2.0,1.8,1.88,2.09,1.8,2.04,6,2022/2023,1,0,2.0,False,True,9,10,2022,Sunday,,,,Unknown
2022-10-15,Torino,Juventus,0,1,A,3.0,3.1,2.5,3.1,3.25,2.35,3.18,3.3,2.61,3.05,3.17,2.5,2.3,1.61,1.71,2.39,1.64,2.28,5,2022/2023,1,0,1.0,True,True,15,10,2022,Saturday,,,,Unknown
2022-10-23,Udinese,Torino,1,2,A,2.0,3.3,4.0,2.0,3.4,3.8,2.08,3.5,4.15,2.03,3.37,3.91,2.06,1.84,1.85,2.07,1.8,2.02,6,2022/2023,0,1,3.0,False,False,23,10,2022,Sunday,,,,Unknown
2022-10-30,Torino,Milan,2,1,H,3.75,3.3,2.1,3.5,3.3,2.1,3.86,3.52,2.18,3.63,3.33,2.12,2.1,1.72,1.83,2.23,1.72,2.13,6,2022/2023,1,0,3.0,False,False,30,10,2022,Sunday,,,,Unknown
2022-11-06,Bologna,Torino,2,1,H,3.0,3.1,2.5,2.95,3.2,2.5,3.18,3.38,2.57,3.05,3.13,2.51,2.3,1.61,1.7,2.35,1.64,2.28,6,2022/2023,0,1,3.0,False,False,6,11,2022,Sunday,,,,Unknown
2022-11-09,Torino,Sampdoria,2,0,H,1.61,3.8,5.75,1.61,3.8,5.75,1.69,3.97,6.2,1.63,3.81,5.88,2.1,1.72,1.8,2.19,1.74,2.12,2,2022/2023,1,0,2.0,True,True,9,11,2022,Wednesday,,,,Unknown
2022-11-13,Roma,Torino,1,1,D,1.9,3.4,4.33,1.88,3.5,4.2,1.97,3.61,4.6,1.92,3.44,4.28,2.2,1.66,1.75,2.29,1.68,2.19,6,2022/2023,0,1,2.0,False,True,13,11,2022,Sunday,,,,Unknown
2023-01-04,Torino,Verona,1,1,D,1.83,3.4,4.5,1.83,3.6,4.33,1.9,3.82,4.7,1.85,3.6,4.42,2.07,1.83,1.91,2.07,1.82,2.0,2,2022/2023,1,0,2.0,False,True,4,1,2023,Wednesday,,,,Unknown
2023-01-08,Salernitana,Torino,1,1,D,3.7,3.2,2.15,3.5,3.2,2.15,3.83,3.36,2.21,3.67,3.26,2.15,2.2,1.67,1.75,2.26,1.7,2.16,6,2022/2023,0,1,2.0,False,True,8,1,2023,Sunday,,,,Unknown
2023-01-15,Torino,Spezia,0,1,A,1.62,3.8,5.5,1.63,3.9,5.5,1.7,4.05,6.0,1.65,3.88,5.56,2.07,1.83,1.87,2.09,1.81,2.03,6,2022/2023,1,0,1.0,False,True,15,1,2023,Sunday,,,,Unknown
2023-01-21,Fiorentina,Torino,0,1,A,2.1,3.3,3.6,2.05,3.4,3.6,2.21,3.5,3.8,2.13,3.35,3.61,2.2,1.67,1.74,2.28,1.68,2.2,5,2022/2023,0,1,1.0,False,True,21,1,2023,Saturday,,,,Unknown
2023-01-28,Empoli,Torino,2,2,D,3.25,3.1,2.4,3.1,3.1,2.4,3.5,3.15,2.56,3.24,3.06,2.44,2.2,1.67,1.7,2.34,1.66,2.25,5,2022/2023,9,1,4.0,False,False,28,1,2023,Saturday,,,,Unknown
2023-02-05,Torino,Udinese,1,0,H,2.25,3.25,3.3,2.25,3.2,3.3,2.39,3.3,3.55,2.32,3.18,3.34,2.2,1.67,1.78,2.25,1.7,2.18,6,2022/2023,1,16,1.0,True,True,5,2,2023,Sunday,,,,Unknown
2023-02-10,Milan,Torino,1,0,H,1.8,3.5,4.75,1.83,3.4,4.6,1.9,3.72,5.1,1.83,3.5,4.81,2.2,1.67,1.76,2.28,1.71,2.18,4,2022/2023,15,1,1.0,True,True,10,2,2023,Friday,,,,Unknown
2023-02-20,Torino,Cremonese,2,2,D,1.65,3.8,5.25,1.66,3.75,5.25,1.7,3.86,6.0,1.67,3.76,5.47,2.1,1.73,1.8,2.19,1.74,2.12,0,2022/2023,1,19,4.0,False,False,20,2,2023,Monday,,,,Unknown
2023-02-28,Juventus,Torino,4,2,H,1.73,3.4,5.5,1.77,3.3,5.25,1.83,3.52,5.5,1.78,3.43,5.28,2.5,1.53,1.62,2.58,1.55,2.49,1,2022/2023,6,1,6.0,True,False,28,2,2023,Tuesday,,,,Unknown
2023-03-06,Torino,Bologna,1,0,H,2.4,2.9,3.4,2.25,3.0,3.4,2.45,3.1,3.66,2.37,3.01,3.41,2.38,1.57,1.62,2.5,1.57,2.4,0,2022/2023,1,7,1.0,True,True,6,3,2023,Monday,,,,Unknown
2023-03-19,Torino,Napoli,0,4,A,4.33,3.6,1.75,4.75,3.5,1.78,5.2,3.74,1.82,4.89,3.54,1.79,2.2,1.67,1.73,2.33,1.66,2.24,6,2022/2023,1,6,4.0,True,False,19,3,2023,Sunday,,,,Unknown
2023-04-03,Sassuolo,Torino,1,1,D,2.4,3.3,3.0,2.45,3.2,2.95,2.54,3.46,3.05,2.46,3.27,2.99,2.1,1.73,1.81,2.17,1.75,2.1,0,2022/2023,6,1,2.0,False,True,3,4,2023,Monday,,,,Unknown
2023-04-08,Torino,Roma,0,1,A,3.4,3.0,2.38,3.4,3.0,2.35,3.5,3.1,2.44,3.38,3.02,2.39,2.75,1.44,1.51,2.75,1.47,2.67,5,2022/2023,1,12,1.0,True,True,8,4,2023,Saturday,,,,Unknown
2023-04-16,Torino,Salernitana,1,1,D,1.73,3.5,5.25,1.72,3.5,5.25,1.78,3.75,5.7,1.74,3.56,5.28,2.2,1.67,1.71,2.32,1.65,2.25,6,2022/2023,1,14,2.0,False,True,16,4,2023,Sunday,,,,Unknown
2023-04-22,Lazio,Torino,0,1,A,1.83,3.4,4.75,1.83,3.3,4.6,1.91,3.45,5.25,1.85,3.33,4.88,2.63,1.5,1.56,2.66,1.51,2.56,5,2022/2023,10,1,1.0,False,True,22,4,2023,Saturday,,,,Unknown
2023-04-29,Torino,Atalanta,1,2,A,2.88,3.3,2.45,2.9,3.3,2.45,3.03,3.4,2.55,2.95,3.3,2.48,2.0,1.8,1.82,2.14,1.77,2.07,5,2022/2023,1,4,3.0,True,False,29,4,2023,Saturday,,,,Unknown
2023-05-03,Sampdoria,Torino,0,2,A,4.2,3.4,1.91,4.1,3.4,1.93,4.75,3.55,1.98,4.38,3.43,1.91,2.2,1.67,1.71,2.32,1.66,2.24,2,2022/2023,19,1,2.0,True,True,3,5,2023,Wednesday,,,,Unknown
2023-05-07,Torino,Monza,1,1,D,2.0,3.3,4.0,1.98,3.4,3.8,2.05,3.41,4.4,1.99,3.33,4.11,2.3,1.62,1.65,2.45,1.6,2.34,6,2022/2023,1,17,2.0,False,True,7,5,2023,Sunday,,,,Unknown
2023-05-14,Verona,Torino,0,1,A,2.4,3.1,3.2,2.35,3.0,3.25,2.45,3.17,3.4,2.39,3.08,3.3,2.63,1.5,1.56,2.63,1.52,2.54,6,2022/2023,14,1,1.0,False,True,14,5,2023,Sunday,,,,Unknown
2023-05-21,Torino,Fiorentina,1,1,D,1.95,3.4,4.2,2.0,3.3,3.9,2.05,3.56,4.2,2.01,3.4,3.98,2.2,1.67,1.74,2.27,1.69,2.2,6,2022/2023,1,17,2.0,False,True,21,5,2023,Sunday,,,,Unknown
2023-05-27,Spezia,Torino,0,4,A,2.38,3.25,3.1,2.37,3.25,3.0,2.48,3.38,3.25,2.4,3.24,3.11,2.2,1.67,1.73,2.32,1.67,2.23,5,2022/2023,8,1,4.0,False,False,27,5,2023,Saturday,,,,Unknown
2023-06-03,Torino,Inter,0,1,A,2.3,3.5,3.0,2.3,3.3,3.0,2.43,3.58,3.15,2.36,3.38,3.06,2.05,1.88,1.93,2.05,1.86,1.97,5,2022/2023,1,6,1.0,False,True,3,6,2023,Saturday,,,,Unknown
2023-08-21,Torino,Cagliari,0,0,D,1.67,3.75,5.25,1.68,3.7,5.25,1.74,4.0,5.8,1.68,3.73,5.47,2.1,1.73,1.77,2.23,1.7,2.16,0,2023/2024,0,0,0.0,False,True,21,8,2023,Monday,,,,Unknown
2023-08-26,Milan,Torino,4,1,H,1.65,3.8,5.0,,,,1.74,4.0,6.0,1.66,3.8,5.63,2.2,1.67,1.78,2.3,1.7,2.19,5,2023/2024,0,1,5.0,True,False,26,8,2023,Saturday,,,,Unknown
2023-09-03,Torino,Genoa,1,0,H,2.0,3.3,4.0,2.05,3.2,3.9,2.1,3.47,4.1,2.05,3.26,3.96,2.38,1.57,1.65,2.48,1.59,2.39,6,2023/2024,3,0,1.0,True,True,3,9,2023,Sunday,,,,Unknown
2023-09-18,Salernitana,Torino,0,3,A,3.6,3.25,2.2,3.4,3.25,2.2,3.77,3.44,2.29,3.51,3.23,2.21,2.2,1.67,1.73,2.38,1.66,2.24,0,2023/2024,0,2,3.0,True,False,18,9,2023,Monday,,,,Unknown
2023-09-24,Torino,Roma,1,1,D,3.1,2.9,2.6,3.0,3.0,2.5,3.22,3.23,2.62,3.07,3.05,2.55,2.63,1.5,1.56,2.77,1.51,2.62,6,2023/2024,1,0,2.0,False,True,24,9,2023,Sunday,,,,Unknown
2023-09-27,Lazio,Torino,2,0,H,2.15,3.25,3.5,2.1,3.3,3.6,2.22,3.5,3.75,2.15,3.32,3.61,2.2,1.67,1.75,2.31,1.69,2.21,2,2023/2024,0,1,2.0,True,True,27,9,2023,Wednesday,,,,Unknown
2023-10-02,Torino,Verona,0,0,D,1.85,3.5,4.33,1.93,3.3,4.2,1.99,3.58,4.9,1.89,3.4,4.47,2.3,1.6,1.66,2.46,1.61,2.33,0,2023/2024,1,0,0.0,False,True,2,10,2023,Monday,,,,Unknown
2023-10-07,Juventus,Torino,2,0,H,1.91,3.3,4.33,1.93,3.2,4.33,1.98,3.6,4.75,1.93,3.35,4.46,2.35,1.57,1.68,2.43,1.6,2.36,5,2023/2024,0,1,2.0,True,True,7,10,2023,Saturday,,,,Unknown
2023-10-21,Torino,Inter,0,3,A,5.5,3.6,1.7,4.75,3.6,1.75,5.5,3.83,1.79,5.11,3.7,1.74,2.06,1.84,1.87,2.1,1.82,2.02,5,2023/2024,1,0,3.0,True,False,21,10,2023,Saturday,,,,Unknown
2023-11-06,Torino,Sassuolo,2,1,H,2.15,3.4,3.4,2.05,3.5,3.5,2.21,3.6,3.6,2.15,3.44,3.45,2.0,1.9,1.91,2.0,1.87,1.94,0,2023/2024,1,0,3.0,True,False,6,11,2023,Monday,,,,Unknown
2023-11-11,Monza,Torino,1,1,D,2.5,3.1,3.0,2.45,3.1,3.0,2.55,3.28,3.2,2.48,3.16,3.07,2.25,1.62,1.68,2.36,1.64,2.28,5,2023/2024,0,1,2.0,False,True,11,11,2023,Saturday,,,,Unknown
2023-11-27,Bologna,Torino,2,0,H,2.3,3.25,3.2,2.25,3.2,3.3,2.42,3.33,3.45,2.34,3.18,3.31,2.3,1.6,1.64,2.48,1.59,2.38,0,2023/2024,0,1,2.0,True,True,27,11,2023,Monday,,,,Unknown
2023-12-04,Torino,Atalanta,3,0,H,2.9,3.2,2.45,2.95,3.2,2.45,3.2,3.39,2.53,3.03,3.2,2.49,2.2,1.65,1.72,2.35,1.67,2.24,0,2023/2024,1,0,3.0,False,False,4,12,2023,Monday,,,,Unknown
2023-12-10,Frosinone,Torino,0,0,D,3.4,3.2,2.25,3.2,3.25,2.25,3.55,3.48,2.31,3.37,3.28,2.24,2.15,1.67,1.78,2.21,1.73,2.14,6,2023/2024,0,1,0.0,False,True,10,12,2023,Sunday,,,,Unknown
2023-12-16,Torino,Empoli,1,0,H,1.6,3.8,6.0,1.6,3.9,5.75,1.66,4.11,6.5,1.61,3.94,5.97,2.05,1.85,1.9,2.05,1.84,1.98,5,2023/2024,1,0,1.0,True,True,16,12,2023,Saturday,,,,Unknown
2023-12-23,Torino,Udinese,1,1,D,1.75,3.5,5.0,1.8,3.4,4.75,1.85,3.64,5.5,1.78,3.52,5.01,2.25,1.62,1.71,2.33,1.65,2.24,5,2023/2024,1,0,2.0,False,True,23,12,2023,Saturday,,,,Unknown
2023-12-29,Fiorentina,Torino,1,0,H,2.1,3.2,3.6,2.2,3.1,3.6,2.25,3.39,3.8,2.19,3.2,3.65,2.35,1.57,1.65,2.49,1.59,2.37,4,2023/2024,0,1,1.0,True,True,29,12,2023,Friday,,,,Unknown
2024-01-07,Torino,Napoli,3,0,H,2.9,3.2,2.5,2.9,3.2,2.45,3.05,3.41,2.62,2.96,3.23,2.51,2.2,1.65,1.75,2.29,1.69,2.19,6,2023/2024,1,0,3.0,False,False,7,1,2024,Sunday,,,,Unknown
2024-01-13,Genoa,Torino,0,0,D,2.9,3.0,2.63,2.9,2.95,2.65,3.1,3.11,2.76,2.94,2.97,2.69,2.7,1.44,1.5,2.82,1.47,2.69,5,2023/2024,18,1,0.0,False,True,13,1,2024,Saturday,,,,Unknown
2024-01-26,Cagliari,Torino,1,2,A,3.5,3.2,2.2,3.5,3.1,2.2,3.75,3.25,2.32,3.56,3.17,2.23,2.4,1.53,1.64,2.56,1.58,2.42,4,2023/2024,7,1,3.0,True,False,26,1,2024,Friday,,,,Unknown
2024-02-04,Torino,Salernitana,0,0,D,1.5,4.0,7.5,1.47,4.1,7.5,1.55,4.33,7.8,1.5,4.12,7.28,2.15,1.67,1.75,2.25,1.7,2.15,6,2023/2024,1,20,0.0,False,True,4,2,2024,Sunday,,,,Unknown
2024-02-10,Sassuolo,Torino,1,1,D,3.4,3.3,2.2,3.25,3.3,2.2,3.5,3.52,2.29,3.33,3.35,2.25,2.05,1.75,1.82,2.16,1.78,2.05,5,2023/2024,17,1,2.0,False,True,10,2,2024,Saturday,,,,Unknown
2024-02-22,Torino,Lazio,0,2,A,2.4,2.9,3.25,2.45,2.95,3.2,2.55,3.1,3.41,2.47,2.94,3.29,2.7,1.44,1.5,2.79,1.47,2.67,3,2023/2024,1,3,2.0,False,True,22,2,2024,Thursday,,,,Unknown
2024-02-26,Roma,Torino,3,2,H,1.91,3.25,4.5,1.93,3.25,4.2,1.99,3.48,4.5,1.94,3.31,4.33,2.4,1.53,1.64,2.48,1.58,2.39,0,2023/2024,9,1,5.0,True,False,26,2,2024,Monday,,,,Unknown
2024-03-02,Torino,Fiorentina,0,0,D,2.63,3.0,2.9,2.55,3.1,2.87,2.79,3.27,3.05,2.67,3.07,2.89,2.4,1.53,1.63,2.5,1.58,2.42,5,2023/2024,1,7,0.0,False,True,2,3,2024,Saturday,,,,Unknown
2024-03-08,Napoli,Torino,1,1,D,1.75,3.6,5.0,1.77,3.5,4.8,1.92,3.75,5.5,1.77,3.57,5.03,2.2,1.65,1.74,2.33,1.68,2.23,4,2023/2024,19,1,2.0,False,True,8,3,2024,Friday,,,,Unknown
2024-03-16,Udinese,Torino,0,2,A,2.8,2.9,2.8,2.75,3.0,2.75,2.95,3.04,2.88,2.87,2.95,2.8,2.6,1.48,1.54,2.7,1.5,2.6,5,2023/2024,13,1,2.0,True,True,16,3,2024,Saturday,,,,Unknown
2024-03-30,Torino,Monza,1,0,H,1.83,3.4,4.75,1.85,3.4,4.5,1.93,3.63,5.0,1.85,3.46,4.66,2.3,1.6,1.69,2.37,1.63,2.3,5,2023/2024,1,11,1.0,True,True,30,3,2024,Saturday,,,,Unknown
2024-04-06,Empoli,Torino,3,2,H,3.5,3.2,2.25,3.5,3.1,2.25,3.7,3.32,2.32,3.51,3.14,2.27,2.5,1.5,1.59,2.62,1.54,2.5,5,2023/2024,18,1,5.0,False,False,6,4,2024,Saturday,,,,Unknown
2024-04-13,Torino,Juventus,0,0,D,3.75,3.0,2.2,3.7,3.1,2.15,3.92,3.19,2.25,3.75,3.06,2.21,2.63,1.5,1.53,2.72,1.5,2.59,5,2023/2024,1,4,0.0,False,True,13,4,2024,Saturday,,,,Unknown
2024-04-21,Torino,Frosinone,0,0,D,1.67,3.8,5.25,1.72,3.75,4.8,1.73,4.04,5.5,1.69,3.86,5.11,2.0,1.9,1.94,2.01,1.88,1.94,6,2023/2024,1,12,0.0,False,True,21,4,2024,Sunday,,,,Unknown
2024-04-28,Inter,Torino,2,0,H,1.53,3.8,7.0,1.5,4.2,6.75,1.58,4.3,7.5,1.53,4.07,6.8,2.0,1.8,1.87,2.12,1.81,2.03,6,2023/2024,5,1,2.0,True,True,28,4,2024,Sunday,,,,Unknown
2024-05-03,Torino,Bologna,0,0,D,2.88,2.8,2.88,2.85,2.9,2.75,2.94,3.05,2.91,2.85,2.95,2.84,2.75,1.44,1.5,2.83,1.47,2.69,4,2023/2024,1,6,0.0,False,True,3,5,2024,Friday,,,,Unknown
2024-05-12,Verona,Torino,1,2,A,3.0,3.0,2.55,2.9,3.0,2.6,3.15,3.16,2.64,3.03,3.02,2.59,2.5,1.53,1.61,2.55,1.56,2.45,6,2023/2024,10,1,3.0,True,False,12,5,2024,Sunday,,,,Unknown
2024-05-18,Torino,Milan,3,1,H,2.8,3.2,2.6,2.8,3.2,2.55,2.88,3.35,2.72,2.81,3.25,2.63,2.1,1.73,1.79,2.2,1.73,2.14,5,2023/2024,1,3,4.0,False,False,18,5,2024,Saturday,,,,Unknown
2024-05-26,Atalanta,Torino,3,0,H,3.3,3.5,2.1,3.25,3.4,2.15,3.62,3.66,2.25,3.42,3.46,2.14,1.95,1.95,1.99,1.97,1.9,1.92,6,2023/2024,20,1,3.0,False,False,26,5,2024,Sunday,,,,Unknown
2024-08-17,Milan,Torino,2,2,D,1.62,3.8,5.75,1.68,3.75,5.0,1.68,4.19,5.9,1.64,3.97,5.51,1.95,1.95,1.98,1.99,1.91,1.92,5,2024/2025,0,0,4.0,False,False,17,8,2024,Saturday,,,,Unknown
2024-08-25,Torino,Atalanta,2,1,H,3.2,3.1,2.38,3.1,3.2,2.37,3.36,3.37,2.46,3.17,3.23,2.37,2.1,1.73,1.83,2.19,1.77,2.08,6,2024/2025,1,0,3.0,False,False,25,8,2024,Sunday,,,,Unknown
2024-08-30,Venezia,Torino,0,1,A,3.4,3.3,2.2,3.4,3.25,2.15,3.68,3.4,2.24,3.52,3.28,2.2,2.15,1.67,1.74,2.31,1.69,2.19,4,2024/2025,0,1,1.0,True,True,30,8,2024,Friday,,,,Unknown
2024-09-20,Verona,Torino,2,3,A,2.7,3.0,2.8,2.75,2.95,2.8,3.0,3.11,2.92,2.8,3.01,2.84,2.63,1.5,1.56,2.66,1.52,2.57,4,2024/2025,0,1,5.0,False,False,20,9,2024,Friday,,,,Unknown
2024-09-29,Torino,Lazio,2,3,A,2.9,3.1,2.55,2.85,3.2,2.55,2.98,3.4,2.65,2.9,3.21,2.58,2.2,1.67,1.74,2.35,1.68,2.22,6,2024/2025,1,0,5.0,True,False,29,9,2024,Sunday,,,,Unknown
2024-10-05,Inter,Torino,3,2,H,1.3,5.0,11.0,1.35,5.0,8.75,1.35,5.77,11.0,1.32,5.42,9.86,1.67,2.2,2.27,1.74,2.21,1.69,5,2024/2025,0,1,5.0,True,True,5,10,2024,Saturday,,,,Unknown
2024-10-20,Cagliari,Torino,3,2,H,2.8,3.1,2.7,2.75,3.25,2.6,2.89,3.33,2.73,2.8,3.19,2.66,2.1,1.73,1.79,2.19,1.74,2.12,6,2024/2025,0,1,5.0,False,False,20,10,2024,Sunday,,,,Unknown
2024-10-25,Torino,Como,1,0,H,2.63,3.0,2.9,2.6,3.0,2.87,2.8,3.15,3.02,2.7,3.03,2.93,2.2,1.67,1.71,2.33,1.67,2.25,4,2024/2025,1,0,1.0,True,True,25,10,2024,Friday,,,,Unknown
2024-10-31,Roma,Torino,1,0,H,1.7,3.8,5.0,1.72,3.75,4.75,1.75,4.02,5.4,1.7,3.85,5.0,1.99,1.91,1.96,2.02,1.88,1.95,3,2024/2025,0,1,1.0,True,True,31,10,2024,Thursday,,,,Unknown
2024-11-03,Torino,Fiorentina,0,1,A,3.2,3.3,2.25,3.2,3.3,2.25,3.4,3.41,2.36,3.27,3.25,2.3,2.1,1.73,1.81,2.17,1.75,2.1,6,2024/2025,1,0,1.0,True,True,3,11,2024,Sunday,,,,Unknown
2024-11-09,Juventus,Torino,2,0,H,1.57,3.8,6.5,1.58,3.8,6.25,1.62,4.04,7.0,1.58,3.89,6.5,2.2,1.67,1.73,2.33,1.67,2.24,5,2024/2025,0,1,2.0,True,True,9,11,2024,Saturday,,,,Unknown
2024-11-24,Torino,Monza,1,1,D,2.0,3.0,4.33,2.0,3.1,4.2,2.13,3.19,4.51,2.06,3.03,4.3,2.75,1.44,1.5,2.85,1.46,2.71,6,2024/2025,1,0,2.0,False,True,24,11,2024,Sunday,,,,Unknown
2024-12-01,Torino,Napoli,0,1,A,5.0,3.4,1.8,4.75,3.3,1.83,5.5,3.64,1.84,4.91,3.45,1.8,2.3,1.62,1.66,2.45,1.61,2.34,6,2024/2025,1,0,1.0,True,True,1,12,2024,Sunday,,,,Unknown
2024-12-07,Genoa,Torino,0,0,D,2.5,3.1,3.0,2.45,3.1,3.1,2.55,3.13,3.26,2.49,3.07,3.13,2.5,1.53,1.6,2.51,1.56,2.45,5,2024/2025,0,1,0.0,False,True,7,12,2024,Saturday,,,,Unknown
2024-12-13,Empoli,Torino,0,1,A,2.7,2.88,3.0,2.7,2.8,3.0,2.8,3.01,3.17,2.7,2.86,3.06,3.0,1.4,1.46,3.04,1.41,2.86,4,2024/2025,0,1,1.0,False,True,13,12,2024,Friday,,,,Unknown
2024-12-21,Torino,Bologna,0,2,A,3.3,2.9,2.45,3.2,2.87,2.5,3.46,3.03,2.53,3.32,2.9,2.48,2.63,1.5,1.52,2.8,1.49,2.61,5,2024/2025,1,0,2.0,True,True,21,12,2024,Saturday,,,,Unknown
2024-12-29,Udinese,Torino,2,2,D,2.25,3.1,3.5,2.2,3.1,3.5,2.28,3.31,3.65,2.23,3.12,3.52,2.5,1.53,1.59,2.58,1.54,2.47,6,2024/2025,0,1,4.0,False,False,29,12,2024,Sunday,,,,Unknown
2025-01-05,Torino,Parma,0,0,D,1.85,3.4,4.5,1.9,3.5,4.1,1.95,3.62,4.6,1.88,3.5,4.25,2.01,1.89,1.92,2.02,1.84,1.96,6,2024/2025,1,0,0.0,False,True,5,1,2025,Sunday,,,,Unknown
2025-01-11,Torino,Juventus,1,1,D,5.0,3.2,1.8,4.75,3.25,1.85,5.1,3.44,1.94,4.8,3.23,1.87,2.63,1.5,1.53,2.63,1.51,2.53,5,2024/2025,1,7,2.0,False,True,11,1,2025,Saturday,,,,Unknown
2025-01-19,Fiorentina,Torino,1,1,D,1.73,3.4,5.5,1.73,3.5,5.25,1.78,3.64,5.61,1.74,3.46,5.34,2.2,1.67,1.73,2.3,1.67,2.2,6,2024/2025,6,1,2.0,False,True,19,1,2025,Sunday,,,,Unknown
2025-01-24,Torino,Cagliari,2,0,H,2.2,3.2,3.6,2.25,3.1,3.4,2.34,3.25,3.73,2.25,3.13,3.53,2.3,1.62,1.69,2.37,1.63,2.29,4,2024/2025,1,4,2.0,True,True,24,1,2025,Friday,,,,Unknown
2025-02-01,Atalanta,Torino,1,1,D,1.42,4.5,7.5,1.41,4.6,8.0,1.47,4.75,8.5,1.43,4.51,7.73,1.95,1.95,1.98,1.96,1.92,1.9,5,2024/2025,20,1,2.0,False,False,1,2,2025,Saturday,,,,Unknown
2025-02-08,Torino,Genoa,1,1,D,2.2,3.1,3.6,2.15,3.0,3.75,2.35,3.16,3.8,2.27,3.0,3.66,2.63,1.5,1.52,2.72,1.48,2.61,5,2024/2025,1,13,2.0,False,True,8,2,2025,Saturday,,,,Unknown
2025-02-14,Bologna,Torino,3,2,H,1.8,3.4,5.0,,,,1.84,3.47,5.6,1.8,3.37,5.25,2.5,1.53,1.6,2.58,1.55,2.49,4,2024/2025,9,1,5.0,True,False,14,2,2025,Friday,,,,Unknown
2025-02-22,Torino,Milan,2,1,H,3.9,3.3,2.0,,,,4.1,3.62,2.06,3.86,3.39,2.03,2.1,1.73,1.81,2.19,1.75,2.11,5,2024/2025,1,10,3.0,False,False,22,2,2025,Saturday,,,,Unknown
2025-03-02,Monza,Torino,0,2,A,4.1,3.3,1.95,,,,4.4,3.52,2.02,4.06,3.33,1.98,2.3,1.62,1.67,2.43,1.62,2.33,6,2024/2025,13,1,2.0,True,True,2,3,2025,Sunday,,,,Unknown
2025-03-08,Parma,Torino,2,2,D,3.0,3.25,2.4,,,,3.19,3.31,2.48,3.07,3.23,2.43,2.1,1.73,1.8,2.18,1.74,2.12,5,2024/2025,15,1,4.0,False,False,8,3,2025,Saturday,,,,Unknown
2025-03-15,Torino,Empoli,1,0,H,1.8,3.3,5.0,,,,1.89,3.5,5.0,1.84,3.38,4.77,2.3,1.62,1.69,2.36,1.62,2.29,5,2024/2025,1,17,1.0,True,True,15,3,2025,Saturday,,,,Unknown
2025-03-31,Lazio,Torino,1,1,D,1.75,3.3,5.25,,,,1.82,3.75,5.5,1.76,3.56,4.94,2.08,1.82,1.85,2.11,1.8,2.02,0,2024/2025,2,1,2.0,False,True,31,3,2025,Monday,,,,Unknown
2025-04-06,Torino,Verona,1,1,D,1.8,3.2,5.25,,,,1.87,3.5,5.35,1.81,3.35,4.96,2.38,1.57,1.65,2.44,1.59,2.35,6,2024/2025,1,19,2.0,False,True,6,4,2025,Sunday,,,,Unknown
2025-04-13,Como,Torino,1,0,H,1.91,3.5,4.1,,,,1.97,3.66,4.34,1.92,3.46,4.12,2.1,1.73,1.78,2.21,1.72,2.12,6,2024/2025,19,1,1.0,True,True,13,4,2025,Sunday,,,,Unknown
2025-04-23,Torino,Udinese,2,0,H,2.4,2.9,3.3,,,,2.52,3.13,3.49,2.42,3.01,3.26,2.5,1.53,1.6,2.56,1.54,2.47,2,2024/2025,1,15,2.0,True,True,23,4,2025,Wednesday,,,,Unknown
2025-04-27,Napoli,Torino,2,0,H,1.42,4.33,8.0,,,,1.46,4.64,9.0,1.42,4.43,8.17,2.07,1.83,1.87,2.08,1.81,2.01,6,2024/2025,9,1,2.0,True,True,27,4,2025,Sunday,,,,Unknown
2025-05-02,Torino,Venezia,1,1,D,2.5,2.88,3.25,,,,2.56,3.04,3.4,2.48,2.96,3.28,2.32,1.53,1.62,2.51,1.57,2.42,4,2024/2025,1,20,2.0,False,True,2,5,2025,Friday,,,,Unknown
2025-05-11,Torino,Inter,0,2,A,5.75,4.0,1.57,,,,6.5,4.33,1.61,5.93,4.1,1.56,1.99,1.91,1.93,2.01,1.87,1.95,6,2024/2025,1,6,2.0,True,True,11,5,2025,Sunday,,,,Unknown
