Date,Hour,Latitude,Longitude,Temperature,Precipitation,WeatherCode
01/03/2025,20,41.4425,-8.2918,11.2,0.0,0.0
09/03/2025,20,41.1579,-8.6291,9.7,0.0,3.0
16/03/2025,20,41.4425,-8.2918,9.4,0.0,3.0
30/03/2025,20,41.3879,-8.3412,16.9,0.0,0.0
05/04/2025,20,41.4425,-8.2918,12.3,0.0,2.0
11/04/2025,20,41.5321,-8.618,15.3,0.4,51.0
19/04/2025,20,41.4425,-8.2918,9.8,4.0,63.0
27/04/2025,20,41.4425,-8.2918,19.2,0.0,1.0
03/05/2025,20,32.6707,-16.9241,14.6,1.7,61.0
11/05/2025,20,41.4425,-8.2918,13.0,0.0,3.0
13/08/2022,20,40.3515,18.174,24.1,0.0,1.0
20/08/2022,20,41.9028,12.4964,26.2,0.0,0.0
28/08/2022,20,40.3515,18.174,23.9,0.0,0.0
31/08/2022,20,40.8518,14.2681,25.9,0.0,3.0
05/09/2022,20,45.0703,7.6869,22.2,0.0,1.0
11/09/2022,20,40.3515,18.174,22.9,0.0,0.0
16/09/2022,20,41.9028,12.4964,23.7,0.0,1.0
02/10/2022,20,40.3515,18.174,18.9,0.0,0.0
09/10/2022,20,41.9028,12.4964,19.9,0.0,3.0
17/10/2022,20,40.3515,18.174,17.4,0.0,0.0
23/10/2022,20,44.4949,11.3426,19.7,0.0,2.0
29/10/2022,20,40.3515,18.174,17.4,0.0,0.0
04/11/2022,20,46.0604,13.2346,12.4,0.0,3.0
09/11/2022,20,40.3515,18.174,11.9,0.0,0.0
12/11/2022,20,41.9028,12.4964,11.9,0.0,0.0
04/01/2023,20,40.3515,18.174,12.0,0.0,2.0
08/01/2023,20,41.9028,12.4964,11.7,0.0,3.0
14/01/2023,20,40.3515,18.174,9.3,0.0,0.0
21/01/2023,20,45.4384,10.9916,2.3,0.0,3.0
27/01/2023,20,40.3515,18.174,7.2,0.0,3.0
04/02/2023,20,41.9028,12.4964,8.9,0.0,0.0
11/02/2023,20,40.3515,18.174,7.7,0.0,1.0
19/02/2023,20,45.695,9.6773,7.4,0.0,2.0
25/02/2023,20,40.3515,18.174,14.4,0.0,3.0
05/03/2023,20,45.4642,9.19,8.4,0.0,0.0
12/03/2023,20,40.3515,18.174,11.3,0.0,0.0
19/03/2023,20,43.7696,11.2558,12.6,1.1,55.0
03/04/2023,20,43.7179,10.9478,10.0,0.0,0.0
07/04/2023,20,40.3515,18.174,8.1,0.0,0.0
16/04/2023,20,40.3515,18.174,11.6,0.1,51.0
23/04/2023,20,45.4642,9.19,16.1,0.0,3.0
28/04/2023,20,40.3515,18.174,14.4,0.0,3.0
03/05/2023,20,45.0703,7.6869,17.2,0.0,0.0
07/05/2023,20,40.3515,18.174,16.9,0.0,2.0
12/05/2023,20,41.9028,12.4964,15.8,0.0,0.0
21/05/2023,20,40.3515,18.174,16.4,0.0,2.0
28/05/2023,20,45.5827,9.2747,21.1,0.0,3.0
04/06/2023,20,40.3515,18.174,21.6,0.0,2.0
20/08/2023,20,40.3515,18.174,27.0,0.0,0.0
27/08/2023,20,43.7696,11.2558,28.7,0.0,3.0
03/09/2023,20,40.3515,18.174,24.0,0.0,3.0
17/09/2023,20,45.5827,9.2747,21.2,0.0,1.0
22/09/2023,20,40.3515,18.174,25.6,0.0,0.0
26/09/2023,20,45.0703,7.6869,21.0,0.0,0.0
30/09/2023,20,40.3515,18.174,20.9,0.0,0.0
06/10/2023,20,40.3515,18.174,20.6,0.0,0.0
23/10/2023,20,46.0604,13.2346,16.2,0.0,3.0
28/10/2023,20,40.3515,18.174,18.2,0.0,0.0
05/11/2023,20,41.9028,12.4964,15.9,0.0,0.0
11/11/2023,20,40.3515,18.174,14.9,0.0,0.0
27/11/2023,20,45.4384,10.9916,4.5,0.0,3.0
03/12/2023,20,40.3515,18.174,11.4,0.0,1.0
11/12/2023,20,43.7179,10.9478,11.5,0.0,3.0
16/12/2023,20,40.3515,18.174,10.4,0.0,3.0
23/12/2023,20,45.4642,9.19,9.6,0.0,2.0
30/12/2023,20,45.695,9.6773,5.9,0.0,2.0
06/01/2024,20,40.3515,18.174,12.4,0.3,51.0
14/01/2024,20,41.9028,12.4964,9.7,0.1,51.0
21/01/2024,20,40.3515,18.174,8.7,0.0,0.0
28/01/2024,20,44.4056,8.9463,11.0,0.0,0.0
02/02/2024,20,40.3515,18.174,9.6,0.0,0.0
11/02/2024,20,44.4949,11.3426,9.3,0.0,2.0
16/02/2024,20,45.0703,7.6869,7.0,0.0,3.0
25/02/2024,20,40.3515,18.174,13.5,0.0,3.0
03/03/2024,20,41.9028,12.4964,13.3,0.9,53.0
10/03/2024,20,40.3515,18.174,14.0,0.0,3.0
16/03/2024,20,41.9028,12.4964,13.0,0.0,0.0
01/04/2024,20,40.3515,18.174,16.9,0.0,3.0
06/04/2024,20,45.4642,9.19,16.7,0.0,0.0
13/04/2024,20,40.3515,18.174,17.2,0.0,0.0
21/04/2024,20,41.9028,12.4964,12.8,0.0,0.0
27/04/2024,20,40.3515,18.174,13.9,0.0,0.0
05/05/2024,20,39.2238,9.1217,17.4,0.0,0.0
13/05/2024,20,40.3515,18.174,18.9,0.0,3.0
18/05/2024,20,40.3515,18.174,20.2,0.0,3.0
26/05/2024,20,40.8518,14.2681,20.0,0.0,0.0
19/08/2024,20,40.3515,18.174,24.1,0.0,0.0
24/08/2024,20,45.4642,9.19,27.6,0.0,0.0
31/08/2024,20,40.3515,18.174,26.8,0.0,0.0
15/09/2024,20,45.0703,7.6869,21.6,0.0,0.0
21/09/2024,20,40.3515,18.174,20.0,0.0,0.0
27/09/2024,20,45.4642,9.19,16.9,0.0,0.0
05/10/2024,20,46.0604,13.2346,10.6,0.0,3.0
20/10/2024,20,40.3515,18.174,19.1,0.0,3.0
26/10/2024,20,40.8518,14.2681,19.8,0.0,3.0
29/10/2024,20,40.3515,18.174,18.2,0.0,1.0
02/11/2024,20,44.4949,11.3426,11.1,0.0,0.0
08/11/2024,20,40.3515,18.174,12.8,0.0,3.0
25/11/2024,20,45.4408,12.3155,6.4,0.0,3.0
01/12/2024,20,40.3515,18.174,13.2,0.0,1.0
07/12/2024,20,41.9028,12.4964,9.9,0.0,3.0
15/12/2024,20,40.3515,18.174,10.5,0.0,1.0
21/12/2024,20,40.3515,18.174,8.0,0.0,0.0
30/12/2024,20,45.8081,9.0852,4.8,0.0,0.0
05/01/2025,20,40.3515,18.174,9.3,0.0,0.0
11/01/2025,20,43.7179,10.9478,6.9,0.0,3.0
19/01/2025,20,39.2238,9.1217,14.1,0.0,1.0
26/01/2025,20,40.3515,18.174,13.3,0.0,3.0
31/01/2025,20,44.8015,10.3279,6.6,0.0,3.0
09/02/2025,20,40.3515,18.174,9.3,0.0,0.0
16/02/2025,20,45.5827,9.2747,4.2,0.0,2.0
21/02/2025,20,40.3515,18.174,6.5,0.0,0.0
28/02/2025,20,43.7696,11.2558,10.0,0.1,51.0
08/03/2025,20,40.3515,18.174,12.3,0.0,3.0
14/03/2025,20,44.4056,8.9463,10.7,0.0,3.0
29/03/2025,20,40.3515,18.174,11.9,0.2,51.0
06/04/2025,20,40.3515,18.174,9.9,0.4,51.0
12/04/2025,20,45.0703,7.6869,17.1,0.0,3.0
19/04/2025,20,40.3515,18.174,15.0,0.0,0.0
27/04/2025,20,45.695,9.6773,16.2,0.1,51.0
03/05/2025,20,40.3515,18.174,21.7,0.0,3.0
11/05/2025,20,45.4384,10.9916,18.6,0.0,2.0
19/09/2020,20,43.7696,11.2558,25.1,0.0,3.0
26/09/2020,20,45.0703,7.6869,10.8,0.0,0.0
18/10/2020,20,45.0703,7.6869,12.6,0.1,51.0
23/10/2020,20,41.9028,12.4964,16.6,0.0,3.0
01/11/2020,20,45.0703,7.6869,11.4,0.0,1.0
04/11/2020,20,44.4056,8.9463,15.9,0.0,3.0
08/11/2020,20,45.0703,7.6869,11.4,0.0,0.0
22/11/2020,20,45.4642,9.19,2.3,0.0,1.0
30/11/2020,20,45.0703,7.6869,5.8,0.0,3.0
05/12/2020,20,45.0703,7.6869,1.5,0.4,51.0
12/12/2020,20,45.0703,7.6869,3.6,0.0,1.0
17/12/2020,20,41.9028,12.4964,10.8,0.0,3.0
20/12/2020,20,45.0703,7.6869,4.5,0.0,2.0
23/12/2020,20,40.8518,14.2681,12.6,0.0,3.0
03/01/2021,20,44.8015,10.3279,0.4,0.0,3.0
06/01/2021,20,45.0703,7.6869,0.4,0.0,0.0
09/01/2021,20,45.4642,9.19,0.4,0.0,3.0
16/01/2021,20,45.0703,7.6869,-1.3,0.0,1.0
22/01/2021,20,41.9028,12.4964,12.4,1.7,61.0
29/01/2021,20,45.0703,7.6869,10.7,0.0,0.0
06/02/2021,20,45.695,9.6773,7.8,0.0,3.0
13/02/2021,20,45.0703,7.6869,-3.9,0.0,1.0
19/02/2021,20,39.2238,9.1217,14.4,0.0,2.0
07/03/2021,20,41.9028,12.4964,10.9,0.1,51.0
14/03/2021,20,45.0703,7.6869,6.3,0.0,0.0
17/03/2021,20,45.0703,7.6869,8.4,0.0,1.0
21/03/2021,20,41.9028,12.4964,7.2,0.0,1.0
03/04/2021,20,45.0703,7.6869,14.5,0.2,51.0
10/04/2021,20,46.0604,13.2346,10.9,0.0,3.0
18/04/2021,20,45.0703,7.6869,10.4,0.0,1.0
21/04/2021,20,44.4949,11.3426,13.5,0.0,3.0
26/04/2021,20,45.0703,7.6869,13.4,0.1,51.0
03/05/2021,20,45.0703,7.6869,15.4,0.0,1.0
09/05/2021,20,45.4384,10.9916,18.6,0.0,1.0
12/05/2021,20,45.0703,7.6869,16.6,0.0,2.0
15/05/2021,20,41.9028,12.4964,15.5,0.0,1.0
18/05/2021,20,41.9028,12.4964,16.3,0.0,0.0
23/05/2021,20,45.0703,7.6869,20.5,0.0,3.0
21/08/2021,20,45.0703,7.6869,27.4,0.0,0.0
28/08/2021,20,43.7696,11.2558,20.6,0.0,0.0
12/09/2021,20,45.0703,7.6869,23.8,0.0,1.0
17/09/2021,20,41.9028,12.4964,22.9,0.0,0.0
23/09/2021,20,45.0703,7.6869,18.2,0.0,1.0
27/09/2021,20,45.4408,12.3155,18.8,0.0,2.0
02/10/2021,20,45.0703,7.6869,17.2,0.0,3.0
17/10/2021,20,40.8518,14.2681,16.4,0.0,0.0
22/10/2021,20,45.0703,7.6869,15.2,0.0,0.0
26/10/2021,20,45.4642,9.19,12.0,0.0,0.0
30/10/2021,20,45.0703,7.6869,8.2,0.1,51.0
06/11/2021,20,41.9028,12.4964,14.1,0.1,51.0
22/11/2021,20,45.0703,7.6869,7.2,0.0,3.0
28/11/2021,20,41.9028,12.4964,9.1,0.0,3.0
02/12/2021,20,45.0703,7.6869,2.6,0.0,1.0
06/12/2021,20,39.2238,9.1217,12.4,0.0,0.0
12/12/2021,20,45.0703,7.6869,3.3,0.0,0.0
19/12/2021,20,45.0703,7.6869,-0.6,0.0,0.0
22/12/2021,20,45.4642,9.19,0.1,0.0,3.0
10/01/2022,20,45.0703,7.6869,1.2,0.0,0.0
15/01/2022,20,41.9028,12.4964,9.2,0.0,0.0
23/01/2022,20,45.0703,7.6869,2.2,0.0,0.0
06/02/2022,20,46.0604,13.2346,4.9,0.0,3.0
12/02/2022,20,45.0703,7.6869,2.2,0.0,3.0
18/02/2022,20,45.0703,7.6869,3.3,0.0,3.0
27/02/2022,20,45.0703,7.6869,7.4,0.0,0.0
06/03/2022,20,44.4949,11.3426,5.4,0.0,0.0
13/03/2022,20,45.0703,7.6869,6.6,0.0,3.0
18/03/2022,20,44.4056,8.9463,12.6,0.0,3.0
02/04/2022,20,41.9028,12.4964,5.1,2.7,73.0
10/04/2022,20,45.0703,7.6869,12.2,0.0,1.0
16/04/2022,20,41.9028,12.4964,16.4,0.5,53.0
23/04/2022,20,45.0703,7.6869,12.0,1.5,61.0
27/04/2022,20,45.695,9.6773,14.8,0.0,0.0
01/05/2022,20,43.7179,10.9478,14.0,0.0,3.0
07/05/2022,20,45.0703,7.6869,15.4,0.0,3.0
14/05/2022,20,45.4384,10.9916,22.0,0.0,0.0
20/05/2022,20,45.0703,7.6869,24.5,0.0,1.0
13/08/2022,20,45.5827,9.2747,26.4,0.0,0.0
20/08/2022,20,45.0703,7.6869,26.4,0.0,0.0
27/08/2022,20,41.9028,12.4964,26.9,0.0,3.0
01/09/2022,20,45.695,9.6773,21.5,0.0,1.0
10/09/2022,20,45.4642,9.19,20.3,0.0,0.0
17/09/2022,20,45.0703,7.6869,18.7,0.0,0.0
01/10/2022,20,40.8518,14.2681,18.9,0.0,0.0
09/10/2022,20,45.0703,7.6869,14.8,0.5,53.0
15/10/2022,20,45.0703,7.6869,14.6,0.0,3.0
23/10/2022,20,46.0604,13.2346,16.6,0.4,51.0
30/10/2022,20,45.0703,7.6869,17.2,0.0,1.0
06/11/2022,20,44.4949,11.3426,10.0,0.0,3.0
09/11/2022,20,45.0703,7.6869,10.7,0.0,3.0
13/11/2022,20,41.9028,12.4964,13.5,0.0,3.0
04/01/2023,20,45.0703,7.6869,7.8,0.0,3.0
15/01/2023,20,45.0703,7.6869,2.4,0.0,0.0
21/01/2023,20,43.7696,11.2558,4.3,0.0,3.0
28/01/2023,20,43.7179,10.9478,3.9,0.0,0.0
05/02/2023,20,45.0703,7.6869,5.1,0.0,3.0
10/02/2023,20,45.4642,9.19,3.5,0.0,0.0
20/02/2023,20,45.0703,7.6869,10.3,0.0,1.0
28/02/2023,20,45.0703,7.6869,1.6,0.0,2.0
06/03/2023,20,45.0703,7.6869,7.1,0.0,0.0
19/03/2023,20,45.0703,7.6869,11.6,0.0,2.0
03/04/2023,20,41.9028,12.4964,12.2,0.0,2.0
08/04/2023,20,45.0703,7.6869,13.9,0.0,1.0
16/04/2023,20,45.0703,7.6869,15.3,0.0,3.0
22/04/2023,20,41.9028,12.4964,15.7,0.0,3.0
29/04/2023,20,45.0703,7.6869,20.3,0.0,3.0
03/05/2023,20,41.9028,12.4964,15.2,0.0,0.0
07/05/2023,20,45.0703,7.6869,20.1,0.0,3.0
14/05/2023,20,45.4384,10.9916,13.5,0.3,51.0
21/05/2023,20,45.0703,7.6869,19.3,0.0,2.0
27/05/2023,20,41.9028,12.4964,23.5,0.0,0.0
03/06/2023,20,45.0703,7.6869,18.5,0.0,3.0
21/08/2023,20,45.0703,7.6869,33.9,0.0,0.0
26/08/2023,20,45.4642,9.19,22.8,0.0,3.0
03/09/2023,20,45.0703,7.6869,23.6,0.0,3.0
18/09/2023,20,41.9028,12.4964,25.8,0.0,3.0
24/09/2023,20,45.0703,7.6869,15.7,0.0,0.0
27/09/2023,20,41.9028,12.4964,23.1,0.0,0.0
02/10/2023,20,45.0703,7.6869,20.6,0.0,3.0
07/10/2023,20,45.0703,7.6869,19.2,0.0,0.0
21/10/2023,20,45.0703,7.6869,13.9,0.0,2.0
06/11/2023,20,45.0703,7.6869,6.8,0.0,0.0
11/11/2023,20,45.5827,9.2747,8.0,0.0,1.0
27/11/2023,20,44.4949,11.3426,6.1,0.0,3.0
04/12/2023,20,45.0703,7.6869,0.8,0.3,71.0
10/12/2023,20,41.9028,12.4964,10.0,0.0,0.0
16/12/2023,20,45.0703,7.6869,3.3,0.0,0.0
23/12/2023,20,45.0703,7.6869,12.6,0.0,3.0
29/12/2023,20,43.7696,11.2558,8.7,0.0,3.0
07/01/2024,20,45.0703,7.6869,5.7,0.0,3.0
13/01/2024,20,44.4056,8.9463,9.2,0.1,51.0
26/01/2024,20,39.2238,9.1217,15.1,0.0,0.0
04/02/2024,20,45.0703,7.6869,6.3,0.0,0.0
10/02/2024,20,41.9028,12.4964,12.1,2.3,61.0
22/02/2024,20,45.0703,7.6869,7.4,0.5,53.0
26/02/2024,20,41.9028,12.4964,12.2,0.3,51.0
02/03/2024,20,45.0703,7.6869,8.5,3.1,63.0
08/03/2024,20,40.8518,14.2681,9.5,0.0,3.0
16/03/2024,20,46.0604,13.2346,11.2,0.0,2.0
30/03/2024,20,45.0703,7.6869,9.5,1.2,55.0
06/04/2024,20,43.7179,10.9478,15.7,0.0,2.0
13/04/2024,20,45.0703,7.6869,23.6,0.0,1.0
21/04/2024,20,45.0703,7.6869,11.2,0.0,3.0
28/04/2024,20,45.4642,9.19,13.7,0.0,2.0
03/05/2024,20,45.0703,7.6869,13.9,0.8,53.0
12/05/2024,20,45.4384,10.9916,20.7,0.0,1.0
18/05/2024,20,45.0703,7.6869,16.3,2.6,63.0
26/05/2024,20,45.695,9.6773,20.3,0.0,3.0
17/08/2024,20,45.4642,9.19,27.9,0.0,0.0
25/08/2024,20,45.0703,7.6869,28.5,0.0,3.0
30/08/2024,20,45.4408,12.3155,29.3,0.0,2.0
20/09/2024,20,45.4384,10.9916,17.9,0.0,0.0
29/09/2024,20,45.0703,7.6869,15.3,0.0,3.0
05/10/2024,20,45.4642,9.19,13.1,0.0,0.0
20/10/2024,20,39.2238,9.1217,19.5,0.0,1.0
25/10/2024,20,45.0703,7.6869,14.0,0.1,51.0
31/10/2024,20,41.9028,12.4964,15.9,0.0,0.0
03/11/2024,20,45.0703,7.6869,10.8,0.0,2.0
09/11/2024,20,45.0703,7.6869,9.9,0.0,3.0
24/11/2024,20,45.0703,7.6869,0.2,0.0,2.0
01/12/2024,20,45.0703,7.6869,2.6,0.0,0.0
07/12/2024,20,44.4056,8.9463,10.0,1.4,61.0
13/12/2024,20,43.7179,10.9478,6.4,0.5,53.0
21/12/2024,20,45.0703,7.6869,1.7,0.0,3.0
29/12/2024,20,46.0604,13.2346,5.3,0.0,0.0
05/01/2025,20,45.0703,7.6869,0.2,0.0,3.0
11/01/2025,20,45.0703,7.6869,1.8,0.0,0.0
19/01/2025,20,43.7696,11.2558,7.0,0.1,51.0
24/01/2025,20,45.0703,7.6869,4.4,0.0,3.0
01/02/2025,20,45.695,9.6773,7.0,0.0,3.0
08/02/2025,20,45.0703,7.6869,2.6,0.3,51.0
14/02/2025,20,44.4949,11.3426,4.3,0.8,53.0
22/02/2025,20,45.0703,7.6869,7.3,0.0,3.0
02/03/2025,20,45.5827,9.2747,8.5,0.0,0.0
08/03/2025,20,44.8015,10.3279,10.4,0.0,0.0
15/03/2025,20,45.0703,7.6869,9.1,1.0,55.0
31/03/2025,20,41.9028,12.4964,12.9,0.0,0.0
06/04/2025,20,45.0703,7.6869,15.2,0.0,2.0
13/04/2025,20,45.8081,9.0852,14.3,0.0,1.0
23/04/2025,20,45.0703,7.6869,15.1,0.1,51.0
27/04/2025,20,40.8518,14.2681,17.6,0.0,3.0
02/05/2025,20,45.0703,7.6869,23.3,0.0,3.0
11/05/2025,20,45.0703,7.6869,15.2,0.2,51.0
19/02/2023,20,45.6983,9.6673,7.4,0.0,2.0
03/04/2023,20,43.7259,10.9522,10.3,0.0,0.0
28/05/2023,20,45.5845,9.2749,21.1,0.0,3.0
17/09/2023,20,45.5845,9.2749,21.2,0.0,1.0
11/12/2023,20,43.7259,10.9522,9.9,0.1,51.0
30/12/2023,20,45.6983,9.6673,5.9,0.0,2.0
11/01/2025,20,43.7259,10.9522,6.9,0.0,3.0
31/01/2025,20,44.8015,10.328,6.6,0.0,3.0
16/02/2025,20,45.5845,9.2749,4.2,0.0,2.0
27/04/2025,20,45.6983,9.6673,16.2,0.1,51.0
03/01/2021,20,44.8015,10.328,0.4,0.0,3.0
06/02/2021,20,45.6983,9.6673,7.8,0.0,3.0
27/04/2022,20,45.6983,9.6673,14.8,0.0,0.0
01/05/2022,20,43.7259,10.9522,13.4,0.3,51.0
13/08/2022,20,45.5845,9.2749,26.4,0.0,0.0
01/09/2022,20,45.6983,9.6673,21.5,0.0,1.0
28/01/2023,20,43.7259,10.9522,4.2,0.0,0.0
11/11/2023,20,45.5845,9.2749,8.0,0.0,1.0
06/04/2024,20,43.7259,10.9522,15.7,0.0,1.0
26/05/2024,20,45.6983,9.6673,20.3,0.0,3.0
13/12/2024,20,43.7259,10.9522,6.2,0.7,53.0
01/02/2025,20,45.6983,9.6673,7.0,0.0,3.0
02/03/2025,20,45.5845,9.2749,8.5,0.0,0.0
08/03/2025,20,44.8015,10.328,10.4,0.0,0.0
